"$927,500",44 Lawley Street,Deakin,house,Sold on 20 Jun 2015,3,2,2,http://www.realestate.com.au/sold/property-house-act-deakin-119879777,https://www.realestate.com.au/sold/in-2600/list-7
"$1,750,000",7 Hunter Street,Yarralumla,house,Sold on 16 Jun 2015,4,3,3,http://www.realestate.com.au/sold/property-house-act-yarralumla-118647143,https://www.realestate.com.au/sold/in-2600/list-7
"$406,500",25/5 Sydney Avenue,Barton,unit,Sold on 09 Jun 2015,1,1,1,http://www.realestate.com.au/sold/property-unit-act-barton-119632991,https://www.realestate.com.au/sold/in-2600/list-7
"$1,100,000",91  Buxton Street,Deakin,house,Sold on 01 Jun 2015,5,3,1,http://www.realestate.com.au/sold/property-house-act-deakin-119714367,https://www.realestate.com.au/sold/in-2600/list-7
"$605,000",4/7 Sydney Avenue,Barton,apartment,Sold on 01 Jun 2015,2,2,2,http://www.realestate.com.au/sold/property-apartment-act-barton-119426859,https://www.realestate.com.au/sold/in-2600/list-7
"$425,000",16/3 Burbury Close,Barton,apartment,Sold on 25 May 2015,1,1,1,http://www.realestate.com.au/sold/property-apartment-act-barton-119014219,https://www.realestate.com.au/sold/in-2600/list-7
"$990,000",9 Beauchamp Street,Deakin,house,Sold on 23 May 2015,4,1,2,http://www.realestate.com.au/sold/property-house-act-deakin-119620871,https://www.realestate.com.au/sold/in-2600/list-7
"$700,000",8 Macgregor Street,Deakin,duplex/semi-detached,Sold on 15 May 2015,3,1,1,http://www.realestate.com.au/sold/property-duplex+semi-detached-act-deakin-119547727,https://www.realestate.com.au/sold/in-2600/list-7
"$1,000,000",54 Fergusson Crescent,Deakin,house,Sold on 09 May 2015,3,1,2,http://www.realestate.com.au/sold/property-house-act-deakin-119512727,https://www.realestate.com.au/sold/in-2600/list-7
"$960,000",1/35 Novar Street,Yarralumla,townhouse,Sold on 05 May 2015,3,2,2,http://www.realestate.com.au/sold/property-townhouse-act-yarralumla-119060683,https://www.realestate.com.au/sold/in-2600/list-7
"$525,000",21/3 Lane Poole Place,Yarralumla,townhouse,Sold on 02 May 2015,2,1,1,http://www.realestate.com.au/sold/property-townhouse-act-yarralumla-119516595,https://www.realestate.com.au/sold/in-2600/list-7
"$1,448,000",71 Novar Street,Yarralumla,duplex/semi-detached,Sold on 29 Apr 2015,4,3,3,http://www.realestate.com.au/sold/property-duplex+semi-detached-act-yarralumla-118198879,https://www.realestate.com.au/sold/in-2600/list-7
"$835,000",323/2 Grose Street,Deakin,apartment,Sold on 29 Apr 2015,2,2,1,http://www.realestate.com.au/sold/property-apartment-act-deakin-119050063,https://www.realestate.com.au/sold/in-2600/list-7
"$855,000",39 Bailey Place,Yarralumla,house,Sold on 09 Apr 2015,3,1,2,http://www.realestate.com.au/sold/property-house-act-yarralumla-119365735,https://www.realestate.com.au/sold/in-2600/list-7
"$1,600,000",4 Maxwell Street,Yarralumla,house,Sold on 01 Apr 2015,4,3,2,http://www.realestate.com.au/sold/property-house-act-yarralumla-119257067,https://www.realestate.com.au/sold/in-2600/list-7
"$990,000",6 Broome Crescent,Yarralumla,house,Sold on 31 Mar 2015,3,1,1,http://www.realestate.com.au/sold/property-house-act-yarralumla-119240707,https://www.realestate.com.au/sold/in-2600/list-7
"$1,131,000",4 Blakely Row,Yarralumla,house,Sold on 28 Mar 2015,4,1,1,http://www.realestate.com.au/sold/property-house-act-yarralumla-119315027,https://www.realestate.com.au/sold/in-2600/list-7
"$1,002,000",94 Jervois Street,Deakin,house,Sold on 28 Mar 2015,4,2,1,http://www.realestate.com.au/sold/property-house-act-deakin-119188451,https://www.realestate.com.au/sold/in-2600/list-7
